Formality,Informativeness,Sentence
6,6,The New York-based investor proposed this week to buy CIT holders' bonds for 60 cents on the dollar in a tender offer lasting 30 days if they rejected the plan.
2,2,Then it made sense.
3,3,"The No 10 source said: ""Behind it all there is very careful consideration being given to David getting this job."
3,3,"""Then tell us that our view is wrong. Then we will apologize - no problem."""
4,4,Then they found a freshly dug grave containing another body in the basement.
4,4,The number of drills has only grown since they were outlawed in 2002.
6,6,"The number of Yemenis has quadrupled in the last half century, and is expected to triple again in the next 40 years, to about 60 million."
6,6,The Obama administration has been criticized in some quarters for failing to act more forcefully sooner.
5,5,"The Obama administration has sent six Uighur Chinese detainees from the U.S. military prison at Guantanamo Bay to the Pacific island nation of Palau, the Justice Department said on Saturday."
6,6,The Obama administration imposed U.S. travel restrictions on members of Guinea's military leadership and key supporters earlier this week.
5,5,The Obama administration is set to decide by mid-November which of the remaining prisoners at Guantanamo will face military commissions or charges in U.S. criminal courts.
5,5,"The Observer can reveal that the peer, who pumps millions of pounds into marginal seats but refuses to say whether he pays tax in Britain, is flying William Hague around the world and went with him on his recent trip to the US, during which Hague met Hillary Clinton, the US secretary of state, and other key US figures."
4,4,The Oct. 23 sit-down with Newsom followed months of internal turmoil and personnel exits within the campaign.
5,5,"The offense lies between the covers of his memoir, ""Yuan Weimin: Winds and Clouds of the World of Sports,"" published this month in Beijing."
5,5,"The Oiled Wildlife Care Network is not asking for volunteer help at this point, but anyone who sees oiled wildlife should call (877) 823-6926."
6,6,"The oil sheen quickly covered a miles-long swath of water; however, aerial assessments and measurements of the tanker's fuel capacity showed only 400 to 800 gallons of bunker fuel had been spilled, officials said Saturday."
3,3,"""The old school would say that freshmen could be seen but shouldn't be heard,"" Kirk said in a brief interview."
5,5,"The one and only issue in what will ultimately be a jury trial is the question of consent."""
5,5,"""The opportunity to work in Africa has been a career-long desire of mine and I will always be grateful to you for extending me the chance to attain that dream."""
5,5,The opposition crowd had turned out at the rally at Conakry's main stadium to protest suggestions by Captain Camara that he would run for president in elections planned for January.
4,4,"The other candidates, he said, seemed to pander at times."
6,6,"The other downsides of screening, to be described in more detail in the advice, include missing some cancers and the anxiety caused by identifying others that do not exist, so-called ""false positives""."
4,4,The other three men served alongside Arreola in Iraq.
5,5,"""The outstanding thing in those has not been the very strong winds, but the extremely heavy rainfall and flooding. Under global warming, with increased activity, you would certainly expect more intense storms, but you can also simply get bigger storms with more rainfall."""
5,5,"The overruling of aircraft safety warnings by the Ministry of Defence resulted in the deaths of six British servicemen in a helicopter crash, a senior official has revealed."
4,4,"The pair, both played by Patty Duke, were matching bookends, different as night and day."
5,5,"""The party's young members... have a clear vision for the nation's future, and propose new ideas to deal with the reality,"" he added."
6,6,The patients include pregnant women and those with conditions such as asthma and diabetes.
3,3,"The pencil sketch shows everything from the position of the doors and windows, to the cupboards and rugs."
5,5,"""The people were the heroes,"" said Mr Gorbachev, 78."
4,4,The picture book will be released soon and the writing compilation is due to come out in next spring.
6,6,"The pieces of the massive $2 billion tower, however, remain in a Chinese dry dock as bridge officials try to satisfy their questions over the quality of the welds."
6,6,"The pirates had been keeping the Chandlers, who were attacked Oct. 23 as they were sailing in their yacht in the Indian Ocean, in the captain's quarters of another vessel they had hijacked."
4,4,"""The place where the most persecution occurred has become 'The Witch City,' "" he said."
6,6,The plans come amid growing concern about the number and severity of infections in children.
5,5,"The plants have been managed poorly, and some clerics have declared the reuse of wastewater to be a violation of Islamic principles."
6,6,"The police, already wary of using roads because of improvised explosive devices, marched their reinforcements 10 miles through the jungle, arriving too late at the scene."
4,4,The police source said cocaine is no longer a wealthy socialite's drug and is widely embraced across the population.
6,6,"The political weight carried by the Grant name is difficult to overstate in the area, said Democratic consultant Paul Berendt, who worked on Bill Grant's first successful House campaign."
6,6,"The poll of 800 registered voters, interviewed by SurveyUSA from Oct. 26-28, gives Democrat Garamendi a 10-point lead over Republican David Harmer."
5,5,"The pre-budget report, expected early next month, is likely to retain the pledge made in the spring to halve the public spending deficit, currently £175 billion, by 2014."
3,3,The previous six games for Notre Dame (6-2) were nerve-wrackers decided in the final minutes.
2,2,"""The prices are just good here. You can't beat them,"" Peterson said."
5,5,"The prime minister is keen to use the autumn pre-budget statement to announce a new ""fiscal stimulus"", with billions of pounds of extra money for housing, infrastructure projects and training."
5,5,"The prime minister of Belize, Dean Barrow, has pledged to resist any attempt by Ashcroft to reclaim the cash from one of the most impoverished countries in central America."
4,4,"The Prime Minister phoned the journalist, pleading with him to take the job and help Labour win the Election."
5,5,"The Prime Minister's attempt to boost his image suffered a humiliating blow last night after it was disclosed that he struggled to find anyone to take on a plum post as an £80,000-a-year Downing Street spin-doctor."
4,4,"""The prime minister will be able to present his government's proposal about what they are doing regarding settlements, which I think when fully explained will be seen as being not only unprecedented but in response to many of the concerns that have been expressed."""
4,4,The progress means there is a glimmer of hope that the bridge could reopen in time for Monday's commute.
6,6,"The projected drop in employment would be the smallest since August 2008, indicating the labor market is deteriorating at a slower pace."
5,5,The proposal also would require politicians to file quarterly reports on their fundraising and spending rather than their typical twice-a-year disclosures.
6,6,"The proposal would limit donations to candidates to $5,000 each for the primary and general elections from individuals, $10,000 from corporations and unions and $50,000 from political action committees."
5,5,"The Purchasing Managers' Index rose to a seasonally adjusted 55.2 in October from 54.3 in September, the Federation of Logistics and Purchasing said today in an e-mailed statement in Beijing."
4,4,"""The purpose of this book is to tell the truth. It's just about the truth and nothing more,"" he said."
5,5,"The puzzlers are eventually due to be assisted by a computerized machine, known as the E-Puzzler, developed by scientists at the Fraunhofer Institute, the same lab that created the MP3 format."
4,4,"The puzzlers' work helps prevent the public from forgetting how bad the East German regime was, Metzler says."
6,6,"The puzzlers work in a former asylum seekers' application office in Zirndorf, a small town in deepest Bavaria."
4,4,The race has pitted conservative and moderate wings of the Republican Party as political leaders seek to stake out the future of the GOP.
4,4,The raging battle of words however leaves him unfazed.
6,6,The ranking is based on a composite of total offshore activity and measures such as whether a jurisdiction obtains beneficial ownership information about companies and the degree of cooperation in turning over requested financial information.
6,6,The ransom demand for the return of the couple was made on Friday in a call to the BBC in which the pirates' representative blamed Nato operations in the area for destroying the local economy.
4,4,"The rape finally stopped, around midnight, after students at a house down the block heard of what was going on and called police."
4,4,"""The rapid reshuffling of the hosts and so forth indicate it's perhaps a show on its last legs."""
5,5,There are additional signs South Korea's economy is recovering.
4,4,"""There are always demands made in any negotiation that are not going to be fully realized,"" she said."
5,5,"There are five contested council seats with no incumbent this year - two at-large seats and geographical Districts A, F and G."
3,3,There are hopeful aspects.
6,6,"There are nearly 700,000 active entities registered in Delaware -- and about half of those publicly traded in the United States, according to the group."
4,4,"""There are other nice collections, but they are usually oriented towards one particular car or period. He bought across the board. He had everything. There was not a single type of car he did not have. He could send cars to any event that was specializing in any genre and they really wouldn't have to ask anyone else."""
5,5,"""There are plenty of reasons to be suspicious of the records elsewhere that rely exclusively on satellite data,"" he said."
5,5,"There, authorities booked him on two counts of aggravated assault and transported him to a Maricopa County jail in Phoenix, police said."
6,6,"There could be further divestments required of RBS but these are not expected to include its extensive activities in the US, including its ownership of Citizens Bank."
5,5,There has been speculation that Johnson might be forced to change his request to Nutt to quit if a sufficient number of council members came out in his support.
5,5,"There have been 800 reported cases of the flu in Cuba, including seven deaths."
4,4,"""There have been constant meetings between the pirates, and they finally disagreed over the management of the couple,"" said Mahamoud, a resident of Xarardheere, a pirate stronghold along the shore."
5,5,"There have been numerous allegations of abuses by the de facto government, including arbitrary detentions and the use of excessive force by troops."
5,5,"""There is a commission that should have been set up, the media, commission, it's taking long because if it was in place it was supposed to deal with whatever issues related to media complaints."""
5,5,"""There is a delicate balance to strike between showing leadership in this area and facilitating a scientific debate."""
6,6,"""There is a need to check large scale religious conversion being carried out in the country through inducements by incorporating the provision of embracing any faith before a competent authority,"" Singh said addressing the 'Amrit Mahotsav' of senior BJP leader Kailash Narayan Sarang, here last night."
6,6,"""There is an urgent need for countries like Australia and Germany to offer permanent refuge for not only the Uighurs temporarily resettled in Palau or still detained at Guantanamo, but also detainees from countries like Algeria, Libya and Tajikistan,"" he said."
6,6,"""There is as yet no evidence that money goes to terrorists, but given all of the rumours that al-Qaida has active cells in Somalia, it would not be of huge surprise if there is a connection there. We will not find out until the government takes the initiative with other interested states to find out and look at the magnitude of the sums involved and where the money is going. It is of concern."""
6,6,"""There is no coordination with other parts of the government, even after we explain the dangers,"" said Ali Hassan Awad."
3,3,"""There is no more bitter song than the nonrecognition of elections,"" she said, ""and that was enough to really worry us."""
2,2,"""There is no safe location where we can go."""
5,5,There is no suggestion that Mr Blair was seeking to use Tesco to profit from his activities as a peace envoy in Israel or Palestine.
4,4,"""There is no zero casualty doctrine,"" he said."
5,5,"""There is so much potential in the files, to find out who did what to whom, and in order for historians in later years to be able to understand how a totalitarian regime comes about in the first place."""
4,4,"""There is uniform support, uniform horror at what happened. We have been abused by government, misused by government."""
4,4,"The remainder were able to pick themselves up and walk away, albeit extremely dazed and distressed."
5,5,"The remaining three are Joe Chow, Khalid Khan and Mike Laster."
4,4,"There may also be a new BankCo, described as the ""good"" portion of the completely state-owned Northern Rock."
4,4,"There may be limits to the caretaker role, however, even if he will be returning to Boston in January after Massachusetts voters pick a successor (Kirk is not among the candidates) to fill out Kennedy's term."
4,4,"""There needs to be an undivided attention of all members of the elected family of San Francisco whether we agree or disagree,"" he said."
5,5,The reporter suggested that Tibetan culture had become popular among the Chinese - that both sides were learning to co-exist peacefully.
5,5,"""The Republicans will never have a majority in the House unless they have every seat in Eastern Washington other than downtown Spokane. So this is a must-win,"" said Vance, who is not working on the race."
5,5,"""There's an opportunity for growth in these areas - it's a trend we're seeing in the stores due in part to the challenging economic times,"" said Wal-Mart spokesman Steven Restivo."
5,5,THE Reserve Bank is expected to lift interest rates on Tuesday adding $50 to the average monthly home loan repayment amid warnings the number of defaulters is set to surge.
3,3,There's even a 12-year-old boy in Florida who put together an online video.
3,3,"""There should be a real change in the Israeli position toward this issue in order for the peace process to be restarted."""
3,3,"""There's not a word to describe the overwhelming depression,"" Ann Chaudhry said as her eyes moistened."
5,5,"The retired Fulbright & Jaworski lawyer with a focus on utility and municipal law has raised almost $300,000."
6,6,"The Rev. Donald Lewis, chancellor of the Corellian Nativist Tradition, the distinct brand of Wicca conjured up by his great-grandmother in central Illinois about half a century ago, said controversy was never the mission."
5,5,"There was also the file of Heinrich Fink, a theology professor who was exposed as the spy ""Heiner"" who regularly informed on students and colleagues."
5,5,"There was a stretch of three straight possessions in the third in which Rondo found Ray Allen for a long jumper and a pair of 3-pointers, and Allen said, ""It's weird because I never really felt like he had the ball at all."""
3,3,"""There was a time where he kind of picked and chose,"" Rivers said."
5,5,There was more criticism of the No10 Press machine when the Prime Minister dithered over revealing his favourite biscuit in an interview on the Mumsnet website - even though the question had been expected.
3,3,There were a lot of people to lead.
6,6,"There were claims last night that many of those who sit on the 31-strong council - which advises ministers on what evidence there is of harm caused by drugs - may resign en masse, raising serious doubts about how ministers will justify policy decisions."
5,5,There were distressed people outside the Bermuda Dve house as paramedics attended to victims in the front driveway of the two-storey home.
4,4,"There were indications, however, that the government's response was being influenced by electoral politics."
5,5,There were no such worries against the hapless Cougars.
5,5,There were reports that three people in the group had survived.
3,3,The river is what he knows.
5,5,"""The root of this is dispossession and deprivation,"" said Ramachandra Guha, a prominent historian based in Bangalore."
6,6,"The runoff election in Afghanistan became necessary after widespread fraud in the first round of voting in August resulted in hundreds of thousands of Karzai's ballots being invalidated, pushing him below the required 50 percent margin to win."
6,6,"The Sacramento-based C-130 crew was looking for 50-year-old David Jines, who was reported missing after leaving Avalon Harbor on Santa Catalina Island man in a 12-foot motorized skiff to reach a friend in high winds Tuesday, authorities said."
5,5,The sale will recoup for taxpayers part of the massive public investment made to save the sector from collapse at the height of the financial crisis.
4,4,"The sanctions were starting to hurt, these officials said, and were being felt especially by big business."
4,4,"The scene attracted onlookers, some calling others over by cell phone, and eventually there were as many as 10 men or boys sexually assaulting the girl while another 20 looked on, laughing and snapping pictures."
6,6,"The science minister, Lord Drayson, who is in Japan on official business, announced on the social networking network Twitter in the early hours of yesterday that he had just heard about Nutt's departure and ""I am looking into it"", triggering speculation that he is privately concerned about the way relations with the scientific community might be affected."
6,6,The search covered 644 square miles of ocean but rescuers were concentrating on a debris field 50 miles off the San Diego coast.
5,5,"""The search effort has saturated an area totaling 644 square miles and includes surface and air assets from the Coast Guard, Navy, Marine Corps and Customs Border Protection Air/Marine Branch,"" the Coast Guard said Saturday in a statement."
4,4,The search gained momentum earlier this year with the help of newly elected U.S. Rep. Pete Olson.
6,6,"""The search has been continuous since the collision occurred at approximately 7 p.m. Thursday."""
4,4,"""These are all military personnel. They're trained in survival tactics, they're trained also with the will to live,"" Castillo said."
3,3,"""These are very independent people, and these old family ties mean a lot there,"" said Berendt, who also is not working on the contest."
5,5,"The seat opened following the death of Rep. Steve Hailey, R-Mesa."
6,6,"The SEC alleges that Yee, who joined ValueAct as chief financial officer in 2005, tipped off his brother-in-law, Chen Tang, who then traded on the information through personal accounts."
5,5,The SEC did not identify Yee's former employer.
5,5,"The second lesson, Ambinder says, is that ""populist, regular-guy candidates can win in supposedly 'moderate' districts."""
5,5,"These cooling stations are for heat stroke victims, whose temperatures soar to as high as 108 degrees."
6,6,"The Seidmans married in 2001 and Seidman, 43, is stepfather to her three children, aged 10, 12 and 13, she said."
5,5,"The Senate Finance Committee bill also could end the Massachusetts Health Insurance Connector Authority's ability to aggressively bargain with insurers on behalf of consumers and taxpayers, turning it into a toothless agency - little more than a Yellow Pages listing of insurers."
5,5,The sensitivity of the issue was underlined by the way Mr Blair responded when The Mail on Sunday contacted his office to discuss the matter at 2pm on Friday.
6,6,"The session also deliberated a draft amendment to the Electoral Law, which was enacted in 1953."
6,6,The seven aspirants for M.J. Khan's seat reflect that diversity.
3,3,These waters are full of crocodiles and poisonous snakes.
5,5,"These were put up for sale earlier this year but the proposed deal required RBS to provide the finance to the buyer, which was rejected by the bank."
3,3,"These writers play into viewers' expectations of type, rather than challenge them."
2,2,"These younger guys, they don't know the code."
5,5,The shares have declined 2.9 percent since the end of September after more than tripling this year.
6,6,"The shares, which traded at more than $61 each in February 2007, have declined 84 percent this year."
4,4,The shelves are lower so it's easier for staff to spot customers in need and for shoppers to reach merchandise.
4,4,"The show, created by Ryan Murphy (""Nip/Tuck""), Brad Falchuk, and Ian Brennan, is all about eschewing the George W. Bush-bred notion that real cowboys can't have moments of indecision - or love musical theater."
5,5,"The shredded files, which any good German bureaucrat knows as vorvernichtete Akten or pre-destroyed files -- fill a staggering 16,000 mail sacks that contain about 45 million individual pages, or 600 million scraps."
5,5,"""The simple answer is I don't know,"" said Gerald Treece, a longtime friend who also will serve as executor of the estate."
5,5,"""The simple fact is this: We are willing to engage in peace talks immediately without preconditions,"" he said."
6,6,"The situation in Ukraine ""has reached the epidemic threshold,"" Ms. Tymoshenko said."
3,3,The sixty-year-old blind swami flatly refuses to buckle down.
5,5,"The slightly older Ella (Katie Cassidy) on ""Melrose Place"" also insists on a degree of murk regarding her sexuality."
6,6,The Southern African Development Community (SADC) delegation that was in Zimbabwe to consult with members of the national unity government will recommend the convening of an extraordinary summit soon.
6,6,"The Standard & Poor's 500 Index fell last week, marking the first monthly drop since February, after reports prompted concern that consumers will restrain the economic recovery."
5,5,"The Stasi, which is said to have had more than 170,000 informers, succeeded in destroying thousands of files, shredding them in machines called ""ripping wolves"" until the equipment broke down under the weight of the task, then through burning and pulping (the contents, held in buckets in the archive, are known as ""Stasi porridge"")."
4,4,The State Department has open reports of 954 U.S. citizen children being taken into Mexico by a parent.
5,5,"The state has little authority outside the capital, Sana."
5,5,"The state has several trade offices around the world, though Quinn said he envisioned Adams would expand the South African office so that it also would focus on building relationships with universities and the country's academic community."
4,4,"""The state is struggling because the monies spent on this erosion problem are huge sums of money. So we will of course need a lot of help from the international community and the federal government. Alone it would be a Herculean task for Anambra state."""
5,5,The state is trying to avoid another holiday-season controversy by barring religious and other nongovernmental displays inside buildings at the Capitol campus in Olympia.
6,6,The statement said the man was suspected of involvement in last Sunday's bombing of the Justice Ministry.
4,4,The state's environment commissioner Michael Egbebike speaks to VOA.
5,5,"The state will spend roughly $350 million more in 2010 than it was paying in 2006 to maintain its health care system, according to the Massachusetts Taxpayers Foundation."
3,3,"The story was that it was just a ""weird coincidence."""
4,4,"The subsidies the state offers to moderate-income families who make too much money to qualify for Medicaid, but who cannot afford insurance on their own, is a crucial piece of the puzzle."
5,5,The Sunday Times has learnt that Miliband has secretly held a number of discussions with the socialist faction in the European parliament about running for the job.
6,6,The Supreme Court Collegium has pulled the name of Karnataka High Court Chief Justice P D Dinakaran from the five-strong list of HC chief justices it had recommended for elevation to the apex court.
6,6,"The survey of laws, practices and size of inflows in 60 jurisdictions found Delaware coming in first, followed by Luxembourg and then Switzerland."
4,4,"The suspect was taken to the hospital, where he died from a loss of blood, the ministry said."
5,5,"The Swedish EU presidency released a statement Thursday, denouncing the recent death penalty handed down to two Tibetans involved in the Lhasa riot and asking China to abolish the capital sentences."
6,6,The Swiss-based International Olympic Committee also rejects Yuan's allegations.
3,3,The Talk wanted to know what makes those people hired to give us nightmares tick.
5,5,"The tall, middle-aged man stared at the names of the mayoral candidates on an electronic voting machine for some time Thursday morning, struggling to recall any major differences among them."
5,5,"The tariffs will take effect on Monday this week, the ministry said."
6,6,"The Tempe, Arizona-based Institute for Supply Management may report tomorrow that its manufacturing index climbed to 53 in October, the highest level since August 2006, the survey median showed."
5,5,The third-quarter surge came after the Celtics' second unit had dug the hole for the Bulls in the second quarter.
5,5,The thousands who apply to see their files would probably agree.
5,5,The three attackers also died.
4,4,"""The three of us don't want to take credit for the accomplishments of the previous generations."""
5,5,"The tiny state of Delaware beats the Alpine country in a contest for the most secretive financial jurisdiction, a tax justice rights group said on Saturday."
5,5,"The top contest pits freshman Rep. Laura Grant, D-Walla Walla, against GOP challenger Terry Nealey, a former Columbia County prosecutor."
5,5,The Tories have stated that they would bring down the deficit further and faster than Labour and would begin cutting public spending immediately if they win the election next year.
5,5,"The Tories last night confirmed that Ashcroft had been on the trip and attended some meetings, but refused to say who he had met, or whether he was being groomed for a high-level foreign policy position either in an advisory or a ministerial capacity in a future Tory government."
5,5,"""The Tories making cuts now and cuts next year are putting the recovery at risk."""
5,5,The town lies in a zone of central Somalia loosely controlled by a clan-based local government.
5,5,"The transfer leaves 215 detainees at the detention camp that President Barack Obama has pledged to close by January 22, although political and legal hurdles are making it difficult for his administration to meet that goal."
5,5,"The Treasury is known to want these new banking networks to have proper branches, meaning a revival of store-front names many had thought they would never see again."
5,5,The Treasury says Chancellor Alistair Darling has not made a final decision on which parts of which banks are to be sold off.
5,5,The trees provide a startling counterpoint of color and contour to the uniformly tan and rectilinear houses and walls surrounding them.
6,6,The trijunctions which have been identified for the offensive are Andhra Pradesh-Maharashtra-Chhattisgarh; Orissa-Jharkhand-Chhattisgarh and West Bengal-Jharkhand-Orissa.
4,4,The trio advocates citywide recycling and an independent civilian review board to examine police abuses.
4,4,The trio also praised one another during the two-hour reunion.
2,2,The trip is quicker on water.
5,5,The two aircraft collided at 7:10 p.m. Thursday as the Coast Guard was conducting a search operation for a missing boater.
5,5,The two Marines on the Marine Corps Base Camp Pendleton chopper were one of four helicopter crews involved in the training exercise.
5,5,The two men had previously founded a financial consulting firm together.
5,5,"The UAW, which represents 41,000 Ford workers, is scheduled to announce a final vote tomorrow."
5,5,"The Uighurs, who come from China's largely Muslim far-west region of Xinjiang, were swept up by the U.S. government during the Afghanistan war launched after the September 11, 2001, attacks on the United States."
6,6,"The Ukrainian government is taking some of the sternest measures in the world against the spread of the swine flu virus, ordering schools nationwide to close for three weeks, banning public gatherings and imposing restrictions on travel."
5,5,"The UN-backed Electoral Complaints Commission's (ECC) action meant Mr Karzai's total was reduced to below the 50% plus one vote threshold for outright victory, indicating a run-off poll was needed."
5,5,The unemployment rate is forecast to rise to 9.9 percent for October.
5,5,The UN has strongly denied the claims
6,6,"The union leader, Margarito Montes Parra, was killed in the southern part of Sonora bordering the state of Sinaloa, a major center for the production and transport of marijuana and heroin."
4,4,The United States and the United Nations are pressing Burma to release all political prisoners so they can participate in next year's election.
6,6,"The United States is already offering immunisation to everyone aged from six months to 24 years, in addition to at-risk groups."
6,6,"The United States, led by the eastern seaboard state, took in $2.6 trillion in deposits from non-resident corporations and individuals in 2007, according to a survey of financial jurisdictions analyzed by the Tax Justice Network."
6,6,"The United State sued Swiss global banking giant UBS AG, which paid a $780 million fine to settle a lawsuit against it by the government."
4,4,The unit inherited 2-point lead at the start of the period and stretched it to double digits within minutes.
6,6,"The unrest in the Tibetan capital, Lhasa, began with demonstrations that marked the 49th anniversary of Tibet's failed uprising against China."
5,5,The U.S. has lost a total of 7.2 million jobs since the recession began in December 2007.
6,6,"The U.S. State Department said Friday that Assistant Secretary of State Kurt Campbell and his deputy, Scot Marciel, will visit Burma for two days next week (November 3 and 4)."
5,5,"The U.S. unemployment rate remains stubbornly high at 9.8 percent, despite a $787 billion economic stimulus that Obama and his fellow Democrats, who control Congress, pushed through in February."
5,5,The value of the collection is hard to determine.
5,5,"'The vast majority of Mr Blair's time is taken up by his unpaid activities, principally his role as Quartet Representative [for the United Nations, European Union, Russia and United States] in the Middle East, advocating on issues such as climate change and Africa and with the work of his faith and sports foundations.'"
6,6,"The vice premier said that during his visit to Australia a consensus was reached to enhance the Chinese-Australian friendship, to deepen mutual beneficial cooperation, and to respect and care for each other's core interests and important concerns."
5,5,The villagers also risk being swept to their death by flood water during the rainy season.
6,6,"The virus is spreading across Eastern Europe, but it was not clear why Ms. Tymoshenko chose to undertake stronger moves, like closing schools nationwide, than her counterparts in Russia and Poland."
6,6,"The visit to Harare by the SADC troika on Security, Defense and Politics was ostensibly to access the progress of the implementation of the Global Political Agreement or GPA, the deal that brought about Zimbabwe's national unity government."
4,4,"""The wall could never erase your dream, our dream of one Germany, a free Germany, a proud Germany,"" he said."
4,4,"""The water is high. We need help,"" he said in a public address via Radio DZBB."
6,6,"The White House endorses the extension, and lawmakers are expected to vote on the measure this week, according to Senate Majority Leader Harry Reid."
6,6,"The White House has been waiting for a new government in Kabul to announce a decision, but the war has intensified in the meantime."
6,6,"The White House said on Friday the stimulus had directly saved or created more than 640,000 jobs so far, based on data about who had received loans or grants through the American Recovery and Reinvestment Act."
5,5,"The whole project has attracted criticism from left-wing lawmakers and erstwhile members of the East German Communist Party, who argue it is a waste of money."
4,4,The winners will serve out the remainder of a term that lasts through 2010.
5,5,"The woman said yesterday: ""I don't want to comment ... it's not appropriate to talk right now."""
5,5,"The woman, who cannot be named for legal reasons, was assaulted from 2.16am to 2.45am, a court was told yesterday."
5,5,The World Health Organization said it would send a team to Ukraine to assist the authorities.
6,6,"The world's largest economy grew at a 3.5 percent annual pace from July through September, the first quarterly expansion in more than a year, according to Commerce Department figures released last week."
6,6,"The world's third-biggest economy may expand at a 9.5 percent annual pace this quarter, Zhang Liqun, of the State Council Development and Research Center, said in the statement."
5,5,"The wounded investigator, identified as Maj. Arkan Hajem, wrested the gun from the suspect and shot him before dying."
6,6,The writer Arundhati Roy recently called for unconditional talks and told CNN-IBN that the Maoists were justified in taking up arms because of government oppression.
3,3,"The writers keep the answers to that question in play, which is one of the show's best qualities."
6,6,They also note that all the federal proposals so far would provide subsidized insurance for people earning up to 400 percent of the federal poverty level - Massachusetts provides help only for those earning up to 300 percent.
3,3,"""They are not letting them celebrate."""
6,6,"They are paid a standard German bureaucrat's salary of between $29,600 and $37,000 a year."
4,4,"They are stationed at Coast Guard Air Station Sacramento, California, where their aircraft is based."
6,6,"They are vying to represent the 16th Legislative District, which includes the cities of Pasco and Walla Walla."
4,4,"They argued that Quinn should clean house, but he has kept several high-profile Blagojevich appointees, moving them into different state jobs."
3,3,"""They better hope the cops find them first, because when we find them the same thing that happened to that girl is gonna happen to them."""
3,3,They can be human.
4,4,"""They can hopefully get out of the bankruptcy court faster, which may be better for debt recoveries."""
6,6,"They co-wrote a letter to Senate majority leader Harry Reid on extending unemployment insurance, discussed strategy on the health care debate, and joined forces behind a bill that would help reduce greenhouse gas emissions and create clean energy jobs."
5,5,The Yemeni engineers working on the World Bank project concede they have had tremendous difficulty convincing other farmers - and even government agencies - to take their efforts seriously.
4,4,"""They give a whole new perspective and improve our approach to customers to provide more aggressive hospitality,"" Cabral said."
3,3,They had caught a 20-foot python.
4,4,"""They had her down on the bench and the bitch tried to kick 'Tweak' (one of the men) in the nuts,"" said one young man, who said he had a first-hand account of the attack from Smith but was afraid of being named."
4,4,"""They have already begun learning English and look forward to becoming productive members of the Palau community, as the United States continues its diplomatic efforts on their behalf."""
6,6,"They have been described as ""brutal"" by one source, and ""very delicate"" by another, he said."
3,3,"They have pronounced guilty without ever going through the book, he charged."
4,4,"They installed the nuts, checked the alignment, then removed them again to make further adjustments, Ney said."
5,5,"They may drive several large trucks over the bridge to test the vibrations, agency spokesman Bart Ney said."
4,4,"""They need to ask questions and in the Madoff case, there were not just red flags for the SEC, there were red flags for investors,"" Atkins said."
3,3,"The younger boy takes the sturdy little boat by himself and rows alongside a friend, like a kid trying out a new bike in the neighborhood without supervision."
4,4,"""The younger ones - they mostly just watched, and they are the ones talking and giving up names,"" said one source familiar with the investigation who asked not to be named, because the Police Department has ordered its investigators to keep a tight lid on information."
5,5,"They pass rice farmers tending riverside plots, fishermen dragging homemade nets; they hear the roar of heavy machinery as big companies from the city move in to clear the jungle and set up plantations."
4,4,"""They're effectively in control and there's not really a bankruptcy judge that has to approve everything,"" he said."
3,3,"They're equatorial Huckleberry Finns, two wild-hearted boys guiding an old wooden fishing boat along a wide and mighty river."
4,4,"""They're going to Baxdo,"" he said."
3,3,"""They're just so beneficial right now. It's a luxury right now. It takes so much pressure off us."""
4,4,"They say they have dipped into savings, cashed in IRAs and taken out a second mortgage just to get by."
4,4,They still allow the annual state-sponsored holiday tree inside the Capitol rotunda.
5,5,"""They surrounded us from every side,"" said Ajay Bhushari, 31, who survived the ambush and is now the commanding officer in Laheri."
4,4,"They take no chances at the annual Marine Corps Marathon, held last Sunday in Washington, D.C., where thousands of spotters watch every runner, every step."
3,3,"""They tell us it's because the water table is sinking so fast,"" said Muhammad Hamoud Amer, a worn-looking farmer who has lost two-thirds of his peach trees to drought in the past two years."
4,4,"""They thought the likelihood of Madoff being a big criminal was probably not something that was realistic,"" said Paul Atkins, a former SEC Commissioner."
4,4,They try to stay near shore but often have to venture out into the open river where the currents are stronger.
3,3,"""They understood, just like I do,"" he said."
6,6,"""They wanted the Latin Americans to resolve it, and there was a deliberate sense that we wanted to be multilateral players,"" said Peter Hakim, president of the Inter-American Dialogue, a U.S. think tank."
5,5,They were conducting routine training about 15 miles off San Clemente Island when they collided with the U.S. Coast Guard C-130.
4,4,They were detained for questioning and it was not clear if they were suspected of collusion or negligence.
5,5,"They were identified as Ahmad Tourson, Abdul Ghappar Abdul Rahman, Edham Mamet, Anwar Hassan, Dawut Abdurehim and Adel Noori."
5,5,"""They were just stronger. They had more people."""
4,4,"""They were mostly strangled, it appears,"" he said."
5,5,"""They were searching for a possible person in the water who was reported to have gotten in a dinghy and attempted to row to Catalina [Island],"" Coast Guard Capt. Thomas Farris told reporters Friday."
5,5,"They will be set up by breaking up Royal Bank of Scotland, Lloyds and Northern Rock, the banks it partially or wholly controls after bail-outs."
5,5,They will be sold to new entrants to the banking market and not to existing financial institutions.
5,5,"""Things will be different (on Rove) and, with the numbers attached to the recent Hey Hey outing, it's possible to see a more encompassing variety-type format when we come back,"" the source said."
6,6,"Thirty people were hurt, with 11 suffering minor injuries after the first-floor timber balcony came crashing down at 8.30pm, PerthNow reports."
