Informativeness,Sentence
Informative,The sale will recoup for taxpayers part of the massive public investment made to save the sector from collapse at the height of the financial crisis.
Informative,"The sanctions were starting to hurt, these officials said, and were being felt especially by big business."
Informative,"The scene attracted onlookers, some calling others over by cell phone, and eventually there were as many as 10 men or boys sexually assaulting the girl while another 20 looked on, laughing and snapping pictures."
Informative,"The science minister, Lord Drayson, who is in Japan on official business, announced on the social networking network Twitter in the early hours of yesterday that he had just heard about Nutt's departure and ""I am looking into it"", triggering speculation that he is privately concerned about the way relations with the scientific community might be affected."
Informative,The search covered 644 square miles of ocean but rescuers were concentrating on a debris field 50 miles off the San Diego coast.
Informative,"""The search effort has saturated an area totaling 644 square miles and includes surface and air assets from the Coast Guard, Navy, Marine Corps and Customs Border Protection Air/Marine Branch,"" the Coast Guard said Saturday in a statement."
Informative,The search gained momentum earlier this year with the help of newly elected U.S. Rep. Pete Olson.
Informative,"""The search has been continuous since the collision occurred at approximately 7 p.m. Thursday."""
Informative,"""These are all military personnel. They're trained in survival tactics, they're trained also with the will to live,"" Castillo said."
Informative,"""These are very independent people, and these old family ties mean a lot there,"" said Berendt, who also is not working on the contest."
Informative,"The seat opened following the death of Rep. Steve Hailey, R-Mesa."
Informative,"The SEC alleges that Yee, who joined ValueAct as chief financial officer in 2005, tipped off his brother-in-law, Chen Tang, who then traded on the information through personal accounts."
Informative,The SEC did not identify Yee's former employer.
Informative,"The second lesson, Ambinder says, is that ""populist, regular-guy candidates can win in supposedly 'moderate' districts."""
Informative,"These cooling stations are for heat stroke victims, whose temperatures soar to as high as 108 degrees."
Informative,"The Seidmans married in 2001 and Seidman, 43, is stepfather to her three children, aged 10, 12 and 13, she said."
Informative,"The Senate Finance Committee bill also could end the Massachusetts Health Insurance Connector Authority's ability to aggressively bargain with insurers on behalf of consumers and taxpayers, turning it into a toothless agency - little more than a Yellow Pages listing of insurers."
Informative,The sensitivity of the issue was underlined by the way Mr Blair responded when The Mail on Sunday contacted his office to discuss the matter at 2pm on Friday.
Informative,"The session also deliberated a draft amendment to the Electoral Law, which was enacted in 1953."
Uninformative,The seven aspirants for M.J. Khan's seat reflect that diversity.
Informative,These waters are full of crocodiles and poisonous snakes.
Informative,"These were put up for sale earlier this year but the proposed deal required RBS to provide the finance to the buyer, which was rejected by the bank."
Informative,"These writers play into viewers' expectations of type, rather than challenge them."
Uninformative,"These younger guys, they don't know the code."
Informative,The shares have declined 2.9 percent since the end of September after more than tripling this year.
Informative,"The shares, which traded at more than $61 each in February 2007, have declined 84 percent this year."
Informative,The shelves are lower so it's easier for staff to spot customers in need and for shoppers to reach merchandise.
Informative,"The show, created by Ryan Murphy (""Nip/Tuck""), Brad Falchuk, and Ian Brennan, is all about eschewing the George W. Bush-bred notion that real cowboys can't have moments of indecision - or love musical theater."
Informative,"The shredded files, which any good German bureaucrat knows as vorvernichtete Akten or pre-destroyed files -- fill a staggering 16,000 mail sacks that contain about 45 million individual pages, or 600 million scraps."
Informative,"""The simple answer is I don't know,"" said Gerald Treece, a longtime friend who also will serve as executor of the estate."
Informative,"""The simple fact is this: We are willing to engage in peace talks immediately without preconditions,"" he said."
Informative,"The situation in Ukraine ""has reached the epidemic threshold,"" Ms. Tymoshenko said."
Informative,The sixty-year-old blind swami flatly refuses to buckle down.
Informative,"The slightly older Ella (Katie Cassidy) on ""Melrose Place"" also insists on a degree of murk regarding her sexuality."
Informative,The Southern African Development Community (SADC) delegation that was in Zimbabwe to consult with members of the national unity government will recommend the convening of an extraordinary summit soon.
Informative,"The Standard & Poor's 500 Index fell last week, marking the first monthly drop since February, after reports prompted concern that consumers will restrain the economic recovery."
Informative,"The Stasi, which is said to have had more than 170,000 informers, succeeded in destroying thousands of files, shredding them in machines called ""ripping wolves"" until the equipment broke down under the weight of the task, then through burning and pulping (the contents, held in buckets in the archive, are known as ""Stasi porridge"")."
Informative,The State Department has open reports of 954 U.S. citizen children being taken into Mexico by a parent.
Informative,"The state has little authority outside the capital, Sana."
Informative,"The state has several trade offices around the world, though Quinn said he envisioned Adams would expand the South African office so that it also would focus on building relationships with universities and the country's academic community."
Informative,"""The state is struggling because the monies spent on this erosion problem are huge sums of money. So we will of course need a lot of help from the international community and the federal government. Alone it would be a Herculean task for Anambra state."""
Informative,The state is trying to avoid another holiday-season controversy by barring religious and other nongovernmental displays inside buildings at the Capitol campus in Olympia.
Informative,The statement said the man was suspected of involvement in last Sunday's bombing of the Justice Ministry.
Informative,The state's environment commissioner Michael Egbebike speaks to VOA.
Informative,"The state will spend roughly $350 million more in 2010 than it was paying in 2006 to maintain its health care system, according to the Massachusetts Taxpayers Foundation."
Uninformative,"The story was that it was just a ""weird coincidence."""
Informative,"The subsidies the state offers to moderate-income families who make too much money to qualify for Medicaid, but who cannot afford insurance on their own, is a crucial piece of the puzzle."
Informative,The Sunday Times has learnt that Miliband has secretly held a number of discussions with the socialist faction in the European parliament about running for the job.
Informative,The Supreme Court Collegium has pulled the name of Karnataka High Court Chief Justice P D Dinakaran from the five-strong list of HC chief justices it had recommended for elevation to the apex court.
Informative,"The survey of laws, practices and size of inflows in 60 jurisdictions found Delaware coming in first, followed by Luxembourg and then Switzerland."
Informative,"The suspect was taken to the hospital, where he died from a loss of blood, the ministry said."
Informative,"The Swedish EU presidency released a statement Thursday, denouncing the recent death penalty handed down to two Tibetans involved in the Lhasa riot and asking China to abolish the capital sentences."
Informative,The Swiss-based International Olympic Committee also rejects Yuan's allegations.
Informative,The Talk wanted to know what makes those people hired to give us nightmares tick.
Informative,"The tall, middle-aged man stared at the names of the mayoral candidates on an electronic voting machine for some time Thursday morning, struggling to recall any major differences among them."
Informative,"The tariffs will take effect on Monday this week, the ministry said."
Informative,"The Tempe, Arizona-based Institute for Supply Management may report tomorrow that its manufacturing index climbed to 53 in October, the highest level since August 2006, the survey median showed."
Informative,The third-quarter surge came after the Celtics' second unit had dug the hole for the Bulls in the second quarter.
Uninformative,The thousands who apply to see their files would probably agree.
Informative,The three attackers also died.
Informative,"""The three of us don't want to take credit for the accomplishments of the previous generations."""
Informative,"The tiny state of Delaware beats the Alpine country in a contest for the most secretive financial jurisdiction, a tax justice rights group said on Saturday."
Informative,"The top contest pits freshman Rep. Laura Grant, D-Walla Walla, against GOP challenger Terry Nealey, a former Columbia County prosecutor."
Informative,The Tories have stated that they would bring down the deficit further and faster than Labour and would begin cutting public spending immediately if they win the election next year.
Informative,"The Tories last night confirmed that Ashcroft had been on the trip and attended some meetings, but refused to say who he had met, or whether he was being groomed for a high-level foreign policy position either in an advisory or a ministerial capacity in a future Tory government."
Informative,"""The Tories making cuts now and cuts next year are putting the recovery at risk."""
Informative,The town lies in a zone of central Somalia loosely controlled by a clan-based local government.
Informative,"The transfer leaves 215 detainees at the detention camp that President Barack Obama has pledged to close by January 22, although political and legal hurdles are making it difficult for his administration to meet that goal."
Informative,"The Treasury is known to want these new banking networks to have proper branches, meaning a revival of store-front names many had thought they would never see again."
Informative,The Treasury says Chancellor Alistair Darling has not made a final decision on which parts of which banks are to be sold off.
Informative,The trees provide a startling counterpoint of color and contour to the uniformly tan and rectilinear houses and walls surrounding them.
Informative,The trijunctions which have been identified for the offensive are Andhra Pradesh-Maharashtra-Chhattisgarh; Orissa-Jharkhand-Chhattisgarh and West Bengal-Jharkhand-Orissa.
Informative,The trio advocates citywide recycling and an independent civilian review board to examine police abuses.
Uninformative,The trio also praised one another during the two-hour reunion.
Informative,The trip is quicker on water.
Informative,The two aircraft collided at 7:10 p.m. Thursday as the Coast Guard was conducting a search operation for a missing boater.
Informative,The two Marines on the Marine Corps Base Camp Pendleton chopper were one of four helicopter crews involved in the training exercise.
Informative,The two men had previously founded a financial consulting firm together.
Informative,"The UAW, which represents 41,000 Ford workers, is scheduled to announce a final vote tomorrow."
Informative,"The Uighurs, who come from China's largely Muslim far-west region of Xinjiang, were swept up by the U.S. government during the Afghanistan war launched after the September 11, 2001, attacks on the United States."
Informative,"The Ukrainian government is taking some of the sternest measures in the world against the spread of the swine flu virus, ordering schools nationwide to close for three weeks, banning public gatherings and imposing restrictions on travel."
Informative,"The UN-backed Electoral Complaints Commission's (ECC) action meant Mr Karzai's total was reduced to below the 50% plus one vote threshold for outright victory, indicating a run-off poll was needed."
Informative,The unemployment rate is forecast to rise to 9.9 percent for October.
Uninformative,The UN has strongly denied the claims
Informative,"The union leader, Margarito Montes Parra, was killed in the southern part of Sonora bordering the state of Sinaloa, a major center for the production and transport of marijuana and heroin."
Informative,The United States and the United Nations are pressing Burma to release all political prisoners so they can participate in next year's election.
Informative,"The United States is already offering immunisation to everyone aged from six months to 24 years, in addition to at-risk groups."
Informative,"The United States, led by the eastern seaboard state, took in $2.6 trillion in deposits from non-resident corporations and individuals in 2007, according to a survey of financial jurisdictions analyzed by the Tax Justice Network."
Informative,"The United State sued Swiss global banking giant UBS AG, which paid a $780 million fine to settle a lawsuit against it by the government."
Informative,The unit inherited 2-point lead at the start of the period and stretched it to double digits within minutes.
Informative,"The unrest in the Tibetan capital, Lhasa, began with demonstrations that marked the 49th anniversary of Tibet's failed uprising against China."
Informative,The U.S. has lost a total of 7.2 million jobs since the recession began in December 2007.
Informative,"The U.S. State Department said Friday that Assistant Secretary of State Kurt Campbell and his deputy, Scot Marciel, will visit Burma for two days next week (November 3 and 4)."
Informative,"The U.S. unemployment rate remains stubbornly high at 9.8 percent, despite a $787 billion economic stimulus that Obama and his fellow Democrats, who control Congress, pushed through in February."
Informative,The value of the collection is hard to determine.
Informative,"'The vast majority of Mr Blair's time is taken up by his unpaid activities, principally his role as Quartet Representative [for the United Nations, European Union, Russia and United States] in the Middle East, advocating on issues such as climate change and Africa and with the work of his faith and sports foundations.'"
Informative,"The vice premier said that during his visit to Australia a consensus was reached to enhance the Chinese-Australian friendship, to deepen mutual beneficial cooperation, and to respect and care for each other's core interests and important concerns."
Informative,The villagers also risk being swept to their death by flood water during the rainy season.
Informative,"The virus is spreading across Eastern Europe, but it was not clear why Ms. Tymoshenko chose to undertake stronger moves, like closing schools nationwide, than her counterparts in Russia and Poland."
Informative,"The visit to Harare by the SADC troika on Security, Defense and Politics was ostensibly to access the progress of the implementation of the Global Political Agreement or GPA, the deal that brought about Zimbabwe's national unity government."
Informative,"""The wall could never erase your dream, our dream of one Germany, a free Germany, a proud Germany,"" he said."
Informative,"""The water is high. We need help,"" he said in a public address via Radio DZBB."
Informative,"The White House endorses the extension, and lawmakers are expected to vote on the measure this week, according to Senate Majority Leader Harry Reid."
Informative,"The White House has been waiting for a new government in Kabul to announce a decision, but the war has intensified in the meantime."
Informative,"The White House said on Friday the stimulus had directly saved or created more than 640,000 jobs so far, based on data about who had received loans or grants through the American Recovery and Reinvestment Act."
Informative,"The whole project has attracted criticism from left-wing lawmakers and erstwhile members of the East German Communist Party, who argue it is a waste of money."
Informative,The winners will serve out the remainder of a term that lasts through 2010.
Informative,"The woman said yesterday: ""I don't want to comment ... it's not appropriate to talk right now."""
Informative,"The woman, who cannot be named for legal reasons, was assaulted from 2.16am to 2.45am, a court was told yesterday."
Informative,The World Health Organization said it would send a team to Ukraine to assist the authorities.
Informative,"The world's largest economy grew at a 3.5 percent annual pace from July through September, the first quarterly expansion in more than a year, according to Commerce Department figures released last week."
Informative,"The world's third-biggest economy may expand at a 9.5 percent annual pace this quarter, Zhang Liqun, of the State Council Development and Research Center, said in the statement."
Informative,"The wounded investigator, identified as Maj. Arkan Hajem, wrested the gun from the suspect and shot him before dying."
Informative,The writer Arundhati Roy recently called for unconditional talks and told CNN-IBN that the Maoists were justified in taking up arms because of government oppression.
Informative,"The writers keep the answers to that question in play, which is one of the show's best qualities."
Informative,They also note that all the federal proposals so far would provide subsidized insurance for people earning up to 400 percent of the federal poverty level - Massachusetts provides help only for those earning up to 300 percent.
Informative,"""They are not letting them celebrate."""
Informative,"They are paid a standard German bureaucrat's salary of between $29,600 and $37,000 a year."
Informative,"They are stationed at Coast Guard Air Station Sacramento, California, where their aircraft is based."
Informative,"They are vying to represent the 16th Legislative District, which includes the cities of Pasco and Walla Walla."
Informative,"They argued that Quinn should clean house, but he has kept several high-profile Blagojevich appointees, moving them into different state jobs."
Informative,"""They better hope the cops find them first, because when we find them the same thing that happened to that girl is gonna happen to them."""
Uninformative,They can be human.
Informative,"""They can hopefully get out of the bankruptcy court faster, which may be better for debt recoveries."""
Informative,"They co-wrote a letter to Senate majority leader Harry Reid on extending unemployment insurance, discussed strategy on the health care debate, and joined forces behind a bill that would help reduce greenhouse gas emissions and create clean energy jobs."
Informative,The Yemeni engineers working on the World Bank project concede they have had tremendous difficulty convincing other farmers - and even government agencies - to take their efforts seriously.
Informative,"""They give a whole new perspective and improve our approach to customers to provide more aggressive hospitality,"" Cabral said."
Informative,They had caught a 20-foot python.
Informative,"""They had her down on the bench and the bitch tried to kick 'Tweak' (one of the men) in the nuts,"" said one young man, who said he had a first-hand account of the attack from Smith but was afraid of being named."
Informative,"""They have already begun learning English and look forward to becoming productive members of the Palau community, as the United States continues its diplomatic efforts on their behalf."""
Informative,"They have been described as ""brutal"" by one source, and ""very delicate"" by another, he said."
Informative,"They have pronounced guilty without ever going through the book, he charged."
Informative,"They installed the nuts, checked the alignment, then removed them again to make further adjustments, Ney said."
Informative,"They may drive several large trucks over the bridge to test the vibrations, agency spokesman Bart Ney said."
Informative,"""They need to ask questions and in the Madoff case, there were not just red flags for the SEC, there were red flags for investors,"" Atkins said."
Uninformative,"The younger boy takes the sturdy little boat by himself and rows alongside a friend, like a kid trying out a new bike in the neighborhood without supervision."
Informative,"""The younger ones - they mostly just watched, and they are the ones talking and giving up names,"" said one source familiar with the investigation who asked not to be named, because the Police Department has ordered its investigators to keep a tight lid on information."
Informative,"They pass rice farmers tending riverside plots, fishermen dragging homemade nets; they hear the roar of heavy machinery as big companies from the city move in to clear the jungle and set up plantations."
Informative,"""They're effectively in control and there's not really a bankruptcy judge that has to approve everything,"" he said."
Informative,"They're equatorial Huckleberry Finns, two wild-hearted boys guiding an old wooden fishing boat along a wide and mighty river."
Uninformative,"""They're going to Baxdo,"" he said."
Uninformative,"""They're just so beneficial right now. It's a luxury right now. It takes so much pressure off us."""
Informative,"They say they have dipped into savings, cashed in IRAs and taken out a second mortgage just to get by."
Informative,They still allow the annual state-sponsored holiday tree inside the Capitol rotunda.
Informative,"""They surrounded us from every side,"" said Ajay Bhushari, 31, who survived the ambush and is now the commanding officer in Laheri."
Informative,"They take no chances at the annual Marine Corps Marathon, held last Sunday in Washington, D.C., where thousands of spotters watch every runner, every step."
Informative,"""They tell us it's because the water table is sinking so fast,"" said Muhammad Hamoud Amer, a worn-looking farmer who has lost two-thirds of his peach trees to drought in the past two years."
Informative,"""They thought the likelihood of Madoff being a big criminal was probably not something that was realistic,"" said Paul Atkins, a former SEC Commissioner."
Informative,They try to stay near shore but often have to venture out into the open river where the currents are stronger.
Informative,"""They understood, just like I do,"" he said."
Informative,"""They wanted the Latin Americans to resolve it, and there was a deliberate sense that we wanted to be multilateral players,"" said Peter Hakim, president of the Inter-American Dialogue, a U.S. think tank."
Informative,They were conducting routine training about 15 miles off San Clemente Island when they collided with the U.S. Coast Guard C-130.
Uninformative,They were detained for questioning and it was not clear if they were suspected of collusion or negligence.
Informative,"They were identified as Ahmad Tourson, Abdul Ghappar Abdul Rahman, Edham Mamet, Anwar Hassan, Dawut Abdurehim and Adel Noori."
Informative,"""They were just stronger. They had more people."""
Informative,"""They were mostly strangled, it appears,"" he said."
Informative,"""They were searching for a possible person in the water who was reported to have gotten in a dinghy and attempted to row to Catalina [Island],"" Coast Guard Capt. Thomas Farris told reporters Friday."
Informative,"They will be set up by breaking up Royal Bank of Scotland, Lloyds and Northern Rock, the banks it partially or wholly controls after bail-outs."
Informative,They will be sold to new entrants to the banking market and not to existing financial institutions.
Informative,"""Things will be different (on Rove) and, with the numbers attached to the recent Hey Hey outing, it's possible to see a more encompassing variety-type format when we come back,"" the source said."
Informative,"Thirty people were hurt, with 11 suffering minor injuries after the first-floor timber balcony came crashing down at 8.30pm, PerthNow reports."
Informative,"""This area is not real conducive to the occult,"" said the Rev. Adam Taubert, pastor of First Baptist Church in nearby Hoopeston, where the Witch School operated before moving to Rossville."
Informative,"""This attack was about street culture, and the need to change that mind-set,"" said Jay Leonhardy, a nationally recognized community organizer who heads Richmond's Youth Works, which steers at-risk kids into work and education programs."
Informative,"This field of scientific inquiry has grown by leaps and bounds since 2005, when Hurricane Katrina lashed the northern Gulf Coast and Massachusetts Institute of Technology hurricane scientist Kerry Emanuel published a paper linking climate change to more powerful hurricanes."
Informative,"This 'good bank', which will offer savings and mortgages, will also have branches on the High Street and will be sold to private owners as soon as possible."
Informative,"""This has been a big fight among Republicans over the past few weeks, with prominent Republicans such as Sarah Palin and Tim Pawlenty coming out in favor of the third-party candidate Hoffman, and Newt Gingrich supporting the GOP-backed Scozzafava."""
Uninformative,"""This hurts the work of all of us."""
Informative,This in a district in which Democrats have an 18-point advantage over Republicans in registered voters.
Informative,"""This investment is one our states are proud of, and was the right thing to do,"" wrote Kerry, Senator Paul Kirk, and a dozen other senators in a letter to Senate leaders."
Uninformative,"""This is a nonstarter,"" Erekat said."
Informative,"""This is a political issue that's going to be resolved politically."""
Informative,"This is expected to restore the independence of old names long buried in these vast institutions, including the TSB - formerly the Trustee Savings Bank - and the Cheltenham & Gloucester."
Informative,"""This is like a lot of schools, where most of the kids are good kids - and then, we know which ones are going wrong,"" said Charles Johnson, one of Richmond High's security specialists."
Uninformative,This is no Mississippi.
Informative,"""This is our kingdom, our home,"" said Mohammed al-Khalidy, an electrical engineer, standing in his garden, where ficus trees carved like deconstructed snowmen flank the street."
Informative,"""This is the first time that somebody in the high ranks told the inside story of the Chinese sports world,"" said Xu Jicheng, a prominent basketball commentator who was deputy director of media operations for Beijing Olympics organizing committee."
Informative,This is the the first time any Cuban official has found cause to complain about the US president's policy of relaxing travel restrictions.
Informative,"""This is where we have our relaxation,"" he said, speaking English."
Informative,"This month, Metzler has been piecing together documents relating to the life of Stefan Heym, a late German-Jewish writer who chose to live in the GDR but was frequently at odds with the regime and was spied on relentlessly."
Informative,"""This never happens. It's a vote of no confidence in the bargaining committee and a vote of no confidence in Ford,"" said Gary Chaison, a labor professor at Clark University in Worcester, Massachusetts."
Informative,"This season in particular, ""Mad Men"" has highlighted the difference between giving TV audiences a stock figure and giving them a more dimensional kid."
Informative,"This shift away from pigeonholing is at the heart of one of the season's best new shows, ""Glee."""
Informative,"""This stuff (the rape) is just not like Cody,"" said Rhonnie, who wore a button reading, ""Hands and words are not for hurting."""
Informative,This summer the Lords sought to change the law by authorising courts to start proceedings against companies paying ransoms without telling the British authorities.
Informative,"This time, the Irish had Washington State (1-7) buried by halftime."
Informative,"""This was a barbaric crime, and I find it hard to wrap my head around the fact that so many watched and didn't report it,"" Gagan said."
Informative,"""This was an attack not just against a union leader but against the work we do,"" said Norma Patino, an official with COCYP, an umbrella group of peasant and popular organizations."
Informative,"""This was China's internal affair and judicial sovereignty which allows no other country to interfere with."""
Informative,This was confirmed to TOI by the Chief Justice of India K G Balakrishnan.
Informative,"""This was not a gang thing. It was just a mob that got out of control. It was the older ones who led it all."""
Informative,"This was not the first time the churchgoing sophomore had hung out with the wrong crowd, said one educator who asked not to be named for fear of offending school district sensitivities."
Uninformative,"""Those boys who did what they did weren't picturing that girl as a human,"" she said."
Informative,"Those conflicts, including a widening armed rebellion in the north and a violent separatist movement in the south, in turn make it more difficult to address the water crisis in an organized way."
Informative,"""Those in government who care about independent scientific advice - and there are many - now need to use this crisis as an opportunity to clarify the situation and provide assurances to scientists who are willing to share their expertise on contentious issues that they are free to speak their minds."""
Informative,"Those now set to join the Supreme Court Bench are: Justices A K Patnaik, T S Thakur, S S Nijjar and K S Radhakrishna, the Chief Justices of the High Courts of Madhya Pradesh, Punjab and Haryana, Calcutta and Gujarat."
Informative,"""Those that are mentioned more frequently are the issue of the reserve bank governor, the attorney general, the governors and sanctions, media reform,"" he said."
Informative,"Those who chose Harris County Board of Education Trustee Roy Morales said they did so because of his conservative bona fides, something the other three candidates - all lifelong Democrats - lacked."
Informative,"Though he has tough shoes to fill, Dodd said, Kirk is up to the challenge."
Informative,"Though Iraqis began experimenting with topiary gardens in the 1990s, they have become popular only in recent years, and only in wealthy neighborhoods."
Informative,Though Muhammad Zahid Chaudhry is fighting deportation from the United States he still flies an American flag at his west Yakima home.
Informative,"Three Cold War leaders from the Soviet Union, West Germany and US who saw the Berlin Wall fall two decades ago have been reunited in Germany's capital."
Informative,"Three new high-street banking chains are expected to be created by the government by splitting up Royal Bank of Scotland and Lloyds Banking Group, it emerged last night."
Informative,Three new High Street banking chains are to be created by the government by 2015 as part of a major overhaul.
Informative,"""Through it all he stood firm, which is why he'll also stand tall when the history of our time in office is finally written,"" said the former US president."
Informative,"Through June, Newsom reported having raised $1.2 million, while Brown had raked in $7.4 million - without even entering the race."
Informative,"Throughout the budget battle of the spring and summer, Newsom repeatedly scolded anybody who used the word ""crisis."""
Informative,"Thursday's crash involved a Coast Guard C-130 with a seven-member crew and a Marine Corps AH-1W Super Cobra with two aboard as it flew in formation near the Navy's San Clemente Island, a site with training ranges for amphibious, air, surface and undersea warfare."
Informative,"Thus far, the puzzlers are 440 sacks into the process."
Informative,Ticket to ride: Former Alameda County Supervisor Mary King has been named interim general manager of AC Transit.
Informative,"Timothy Hampton, 47, a scientist involved in monitoring nuclear activity, was found dead last week at the bottom of a stairwell in Vienna."
Informative,"""To cast it as a friend and interim appointee succeeding Senator Kennedy,"" he said, pausing."
Informative,"Today, at least, there would be no lighting out for the territory."
Informative,"Today's figure compares with a record-low 38.8 in November last year, when recessions in the U.S., Europe and Japan sent export orders plunging."
Informative,"Today's younger demographics don't necessarily find the idea of dividing into us and them, or gay and straight, or black and white, as compelling."
Informative,"Together, they agreed on a series of changes that let them squeak out a bill on the last day of the legislature's fall session Friday."
Informative,"Together with his wife and two children, Qian sailed for more than a month before arriving in the mainland."
Informative,"""To go to the depths that you'd have to, to screen everybody to be able to pick out those things, is not very practical and easy to do,"" Adams said."
Uninformative,"""To have the knowledge about what happened is for the majority better than not having that knowledge, or not being allowed access to it,"" she said."
Uninformative,"To know who they are, you have to experience them, plain and simple."
Informative,'Tony Blair does not have any commercial relationship with Tesco and has not made any representations on their behalf.
Informative,Tony Blair has been in talks with Tesco about helping them open supermarkets in the Middle East - allegedly in return for up to 1million.
Informative,"Topiaries are not traditional in Iraq, said Salwa Nori, an agricultural engineer and garden designer."
Informative,"Top legislator Wu Bangguo said the law clarified diplomats' duties and obligations as well as titles and ranks, which was ""conducive to the implementation of the country's independent foreign policy."""
Informative,"""To reject a collective agreement at a time of economic difficulty is really a sign of desperation and anger."""
Informative,"Total U.S. deposits of non-residents rose from about $1 trillion in 2001 to $2.6 trillion in 2007, according to the study."
Informative,"Trained in Britain as a bio-chemist, Mr Hampton worked in a bio-lab before moving into construction."
Informative,Trained sales staff approach customers about their electronics needs and offer home installation and consultation services for computers and entertainment systems.
Informative,"Trains weren't terribly crowded Saturday morning and afternoon, though the BART stations were busier than usual and parking was tough to come by at some East Bay spots."
Informative,"Treasury Secretary Timothy Geithner says the economic recovery ""could be a little choppy"" and it's going to take a while."
Informative,Treece said O'Quinn's personal property has been left to the foundation that served his charitable giving.
Informative,Trenberth said the ACE Index is far from a perfect measure for a seasonal hurricane activity because it fails to take a storm's size into account.
Informative,Trenberth said there's little doubt in his mind that a warming climate is making storms more hazardous.
Uninformative,Tuel was also picked off twice.
Informative,"Tugged by her story, he and his staff joined Hebert in knocking on government doors and making calls."
Informative,"Twice they were struck by bono waves, which upended their boat and swallowed their belongings."
Informative,Two analysts said ValueAct's ongoing communication with investors about the Yee case and the fact that the SEC has not implicated the firm in any way will likely calm clients' nerves and prevent them from pulling money out hastily.
Informative,"Two at-large seats are wide open to newcomers: Ron Green, forced out by term limits, is running for controller; Peter Brown is leaving to run for mayor."
Informative,Two autopsies were done Friday.
Informative,"Two decades after the heady days when crowds danced atop the Berlin Wall, Germany has reunited and many of its people have moved on."
Informative,Two hundred Maoists with rifles and machine guns lay waiting and opened fire when the officers came into an exposed area of rice paddies.
Informative,"Two people were discharged this morning, with the remaining 17 in a stable condition."
Informative,Two police officers also said they were persuaded by the endorsement of the Houston Police Officers' Union and the Houston Professional Fire Fighters Association.
Informative,Two Tibetans were executed earlier this week for their roles in the riots.
Informative,"Two voters said they were disturbed that Brown had declined to disclose the investments of his wife, oil field heiress Anne Schlumberger Brown, to ward off concerns about potential conflicts of interest, since she has been an investor in developments Peter Brown voted on as a council member."
Informative,"Typhoon Mirinae, with winds of 93 miles per hour and gusts of up to 115 mph, slammed into Quezon province northeast of Manila around midnight Friday."
Informative,"UBS and Credit Suisse have about 200 entities in the state, according to the group."
Informative,"Under a year ago, an American died at the IAEA in strikingly similar circumstances, his body being found at the bottom of a stairwell."
Informative,"Under current Treasury forecasts, expenditure will rise next year by 30 billion to 700 billion."
Informative,"Under its ""one China"" policy, Beijing claims self-ruled Taiwan as its own and insists on eventual unification, by force if necessary."
Informative,"Under questioning, Fitzgerald expressed concern about continued Chinese investment in Guinea following the September 28 violence, saying the fact Beijing supports the military government and accepts it as legitimate is ""very difficult."""
Informative,"Under some versions of the federal legislation, Massachusetts could face pressure to reduce the subsidies it now provides to low- and middle-income residents who get insurance under the state system, a study commissioned by the Blue Cross Blue Shield of Massachusetts Foundation found."
Informative,"Under the agreement, the Honduran Congress, following a ""consultation"" with the Supreme Court, will vote on whether Zelaya should be reinstated, which would allow him to serve out the rest of his term, which ends in January."
Informative,"Under the deal, the new institutions, which have roots in past banking organisations, will not be taken over by any purchaser that currently owns a British retail bank."
Uninformative,"Under the guidance of Qian, also known as Tsien Hsue-shen, China finished the blueprint on developing jet and rocket technology."
Informative,"Under the new rules, religious displays are OK outside the Capitol buildings."
Informative,"Under the prepackaged plan, CIT bondholders will get 70 cents on the dollar in the form of new notes and equity in the reorganized company."
Informative,"Under the Senate Finance bill, which has by far the least generous subsidies, that family would have to pay $362 a month, according to charts compiled by Community Catalyst, a national health care advocacy group based in Boston."
Informative,"Under the terms of the two companies' original agreement, Goldman Sachs would have been due a $1 billion termination payment to close the credit line after a CIT bankruptcy."
Uninformative,Unemployment data out November 12 will be a key factor.
Informative,"Unemployment will exceed 10 percent early next year, according to the median forecast in a Bloomberg poll last month."
Informative,"Unetra Buckner, 29, said she ultimately chose Brown after two visits to her home by his campaign workers, as well as several phone calls about the councilman's efforts to fight a school bond referendum widely opposed in the African-American community."
Uninformative,"""Unfortunately, we haven't been able to find her yet, but we are not going to stop fighting,"" Olson said."
Informative,"United Auto Workers and Ford leaders have conceded the contract changes were defeated, said the people, who asked not to be identified disclosing results before they are announced tomorrow."
Informative,"Unlike some other arid countries in the region, like Saudi Arabia and the United Arab Emirates, Yemen lacks the money to invest heavily in desalination plants."
Informative,"U.S. Citizenship and Immigrations Services spokeswoman Sharon Rumry in San Francisco declined to talk about Chaudhry, noting that the agency does not comment on open cases."
Informative,U.S. Coast Guard Rear Adm. Joseph Castillo said Friday that an investigation with the Marine Corps to determine what happened was beginning.
Informative,"Using a computer at the salon, Moreno and her niece found Bianca, including her Aug. 19, 1993, birth date and full name, listed on a 1999 Mexican government population registry there."
Informative,U.S. officials have been concerned that the second round would expose Afghan civilians to attack by Taliban militants opposed to the election.
Informative,US President Barack Obama recently lifted restrictions on Cuban-Americans visiting relatives on the island.
Informative,"U.S. Secretary of State Hillary Rodham Clinton praised the ""historic agreement"" and said she was ""very proud"" that the U.S. was ""instrumental in the process."""
Informative,US Secretary of State Hillary Rodham Clinton said a runoff with only one candidate would not necessarily threaten the legitimacy of the process.
